Release_Year,Budget,Box_Office,Runtime,IMDB_Rating,Critic_Reviews,Audience_Reviews,Hit_Or_Flop,Tomatometer,Genre_Comedy,Genre_Drama,Genre_Horror,Genre_Romance,Genre_Sci-Fi,Genre_Thriller,Language_French,Language_German,Language_Hindi,Language_Japanese,Language_Mandarin,Language_Spanish,Release_Month_Aug,Release_Month_Dec,Release_Month_Feb,Release_Month_Jan,Release_Month_Jul,Release_Month_Jun,Release_Month_Mar,Release_Month_May,Release_Month_Nov,Release_Month_Oct,Release_Month_Sep
2016,95.56,339.621,131.0,3.78,9.8,2.6,1,73,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2020,90.372,315.881,142.0,7.04,6.4,3.3,1,53,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2013,295.59,85.553,112.0,7.85,6.0,6.9,0,92,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024,290.165,31.135,154.0,6.36,4.1,1.4,0,78,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2009,17.783,371.519,123.0,9.84,3.7,1.0,1,5,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
2001,67.144,41.268,104.0,4.09,8.7,2.6,0,65,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2017,11.159,247.52,131.0,2.9,6.9,0.9,1,27,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2001,161.313,484.589,118.0,6.67,0.3,4.9,1,63,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2004,164.618,31.237,131.0,4.21,1.9,1.3,0,23,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2012,49.226,142.109,152.0,1.5,1.2,0.8,1,63,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2008,36.7,395.942,109.0,7.1,5.0,9.7,1,56,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2008,184.222,290.274,122.0,4.27,7.6,2.8,1,93,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2003,116.658,479.911,149.0,4.58,7.2,8.0,1,100,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1999,65.675,203.906,131.0,4.64,6.7,3.5,1,42,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
2024,251.439,344.472,178.0,8.05,2.0,9.5,1,51,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2003,169.878,312.949,132.0,3.69,2.5,5.9,1,53,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2006,275.521,557.5,85.0,9.35,8.4,6.9,0,71,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2003,111.278,238.112,92.0,1.11,7.2,9.2,1,61,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,92.956,373.273,153.0,2.54,6.0,3.6,1,4,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2004,149.10649999999998,54.409,166.0,9.95,8.3,6.0,1,49,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2009,271.073,150.642,126.0,5.39,7.1,4.3,0,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2007,66.809,447.867,172.0,4.07,2.0,7.7,1,90,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016,287.756,440.851,82.0,1.08,6.9,5.2,1,98,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
2009,252.964,422.967,162.0,6.03,8.6,7.3,1,61,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2000,149.10649999999998,388.583,173.0,5.67,1.6,2.1,1,60,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2015,100.837,64.247,177.0,5.6,4.6,9.8,0,56,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1997,81.175,39.52,121.0,6.33,8.2,4.3,0,85,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2018,60.419,260.647,164.0,6.95,4.3,1.6,1,52,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,123.888,371.986,156.0,3.26,8.5,3.7,1,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2012,149.10649999999998,49.494,91.0,4.97,0.1,5.2,0,94,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009,231.779,31.128,131.0,1.25,1.6,0.4,0,12,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2019,49.301,98.353,131.0,9.78,4.5,4.9,1,17,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2011,257.187,26.432,121.0,6.01,5.5,2.0,0,71,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1998,81.884,346.2,84.0,6.87,1.5,6.6,1,79,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1994,214.437,347.655,112.0,2.58,5.4,3.8,1,94,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2008,149.10649999999998,291.88,155.0,9.5,5.4,3.0,0,44,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2010,275.738,194.017,131.0,8.78,1.1,9.7,0,49,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2008,103.769,35.144,94.0,1.69,2.8,5.4,0,92,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2008,161.544,316.879,153.0,6.94,7.9,6.1,1,45,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1991,149.10649999999998,472.151,155.0,7.0,2.8,7.1,1,85,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1991,211.03,197.73,131.0,4.66,0.6,8.3,0,5,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021,90.005,52.409,108.0,7.17,3.1,5.2,0,34,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
2015,244.907,240.593,124.0,7.18,9.5,3.0,0,60,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016,149.10649999999998,52.144,131.0,9.53,0.1,4.1,0,38,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2001,183.54,266.238,149.0,4.13,7.1,1.2,1,52,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2002,160.072,46.811,131.0,5.27,8.3,9.8,0,80,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1994,28.198,445.445,166.0,3.14,4.3,6.4,1,7,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2002,117.289,215.295,102.0,5.73,0.1,3.4,1,71,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2024,10.899,66.698,102.0,7.2,5.2,7.2,1,78,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2023,151.798,298.742,140.0,5.23,6.8,1.7,1,72,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2018,275.173,146.905,118.0,1.8,0.0,9.7,0,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2010,221.557,362.002,168.0,3.81,3.0,1.4,1,59,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1994,149.854,266.181,150.0,3.29,8.7,7.7,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,219.885,469.275,172.0,1.34,3.8,7.5,1,67,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2008,177.842,211.285,143.0,6.95,8.1,3.8,1,16,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1997,169.954,22.372,173.0,1.98,8.5,7.0,0,68,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1999,175.42,456.79,171.0,4.78,0.4,2.3,0,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2024,78.948,104.578,104.0,4.8,8.8,3.2,1,4,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2009,124.292,17.952,90.0,9.82,5.7,5.9,0,20,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022,179.301,224.982,98.0,8.15,9.5,9.9,1,50,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2005,89.748,343.595,180.0,5.22,1.7,9.5,1,46,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2016,123.875,286.917,161.0,2.79,3.8,7.1,1,17,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2007,42.431,132.093,97.0,9.74,6.3,8.7,1,65,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2016,159.133,45.907,118.0,2.03,4.9,3.2,0,9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1992,149.10649999999998,231.275,156.0,2.86,7.7,5.3,1,51,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2007,144.305,128.639,96.0,6.36,7.4,3.1,0,20,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2008,30.706,197.842,102.0,7.96,1.9,5.2,1,26,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1999,70.986,459.551,85.0,1.74,9.3,0.1,1,73,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1990,32.087,135.812,162.0,4.2,5.1,2.3,1,81,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1995,220.847,185.007,143.0,2.84,9.7,0.1,0,33,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1997,170.712,26.768,179.0,8.52,9.0,5.3,0,99,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,23.213,357.411,123.0,3.95,7.2,7.9,1,40,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2023,97.211,359.387,135.0,5.91,4.9,7.2,1,85,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024,26.995,218.041,143.0,6.04,4.0,0.2,1,39,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2003,137.046,84.879,106.0,3.46,2.5,3.4,0,11,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2017,194.506,254.367,168.0,5.37,4.2,4.0,1,51,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2012,106.057,459.249,131.0,3.16,2.4,5.3,1,100,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2019,234.294,341.014,124.0,1.7,4.2,9.0,1,79,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2020,204.301,260.392,131.0,6.8,3.6,8.0,1,30,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2000,247.474,94.821,105.0,7.63,5.6,8.3,0,84,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2019,98.997,103.625,131.0,7.14,2.3,6.6,1,73,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2011,231.012,376.917,117.0,3.8,4.2,1.8,1,25,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2000,227.665,396.486,154.0,4.12,5.2,8.3,1,49,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1998,250.987,50.61,153.0,3.47,9.5,2.3,0,91,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1995,149.10649999999998,457.195,116.0,2.38,3.9,0.8,1,93,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1991,244.937,65.625,156.0,5.91,7.3,3.9,0,34,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022,31.265,27.256,131.0,4.42,4.2,4.0,0,29,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1992,213.493,111.64,166.0,4.1,8.5,4.0,0,94,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2014,288.664,181.357,100.0,6.6,1.0,0.1,0,65,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1999,212.292,193.214,80.0,5.69,0.2,3.1,0,27,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1992,143.721,182.097,138.0,9.74,5.4,5.6,1,42,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2003,64.77,354.645,179.0,4.82,3.1,5.2,1,72,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1994,78.876,247.438,170.0,8.87,5.0,2.5,1,1,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1999,81.245,68.862,111.0,7.44,9.1,7.8,0,92,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2005,31.874,114.714,160.0,7.77,6.6,3.4,1,99,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1992,120.746,48.686,131.0,4.57,2.4,7.1,0,96,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2009,168.724,257.163,167.0,5.92,8.5,5.4,1,35,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2002,100.462,37.389,156.0,3.25,3.5,1.5,0,12,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
2019,25.575,85.964,163.0,4.73,8.4,5.9,1,12,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2002,232.408,348.22,143.0,4.58,9.4,1.9,1,39,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2013,184.361,238.926,137.0,7.98,2.5,8.8,1,61,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2010,149.10649999999998,289.751,175.0,9.89,8.2,8.1,1,69,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2019,79.815,479.543,172.0,8.72,5.4,3.7,1,3,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011,296.71,341.51,158.0,2.19,7.8,7.8,1,35,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1998,49.514,489.227,179.0,4.3,0.6,1.3,1,69,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1997,100.696,25.707,150.0,1.94,4.9,5.5,0,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
2002,223.21,163.244,105.0,9.6,0.9,9.2,0,15,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1993,85.88,357.837,177.0,8.38,5.2,1.6,1,83,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2008,227.586,256.731,131.0,6.92,0.1,3.5,1,50,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
1991,195.614,283.028,107.0,1.35,1.8,7.2,1,4,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2015,298.352,55.034,131.0,1.2,1.8,7.5,0,83,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007,65.829,69.906,147.0,1.57,1.1,5.2,1,95,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
2008,149.10649999999998,184.798,158.0,5.87,8.0,4.6,0,72,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2011,54.392,117.715,135.0,7.83,8.3,9.2,1,40,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2023,113.679,391.843,141.0,2.17,2.9,7.1,1,72,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1990,74.232,87.97,155.0,2.61,0.5,3.5,1,38,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1997,265.178,419.107,89.0,5.46,1.9,8.1,1,99,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2010,252.259,461.173,131.0,2.78,7.3,8.6,1,56,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1996,166.12,215.6,87.0,3.7,0.5,3.5,1,30,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1990,106.437,38.57,131.0,7.22,8.5,6.5,0,60,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
2009,108.468,223.56,133.0,9.2,8.3,3.5,1,72,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2004,123.574,340.57000000000005,131.0,6.7,9.9,2.5,0,77,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1998,264.866,491.512,157.0,7.93,8.9,1.3,1,45,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1990,165.28,497.724,171.0,7.34,8.2,5.0,1,40,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
2008,226.305,277.043,157.0,4.87,5.9,0.1,1,59,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1990,67.067,405.263,156.0,4.51,9.5,7.1,1,13,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2004,73.407,186.504,105.0,6.6,9.6,8.6,1,13,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2011,49.565,410.87,142.0,9.18,3.4,6.4,1,34,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
2012,46.7,59.246,111.0,2.63,9.2,4.8,1,79,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1996,189.124,169.432,153.0,5.78,5.1,4.0,0,98,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1992,73.531,444.118,174.0,6.59,7.0,0.3,1,33,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1990,68.777,63.098,98.0,4.22,2.3,0.4,0,33,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2006,17.355,14.185,84.0,5.44,4.3,4.1,0,5,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1996,279.249,287.669,163.0,8.5,9.1,8.8,1,56,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
2016,253.313,41.542,126.0,9.29,1.1,5.5,0,78,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1993,259.309,401.354,166.0,3.08,1.1,6.0,1,75,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2020,98.059,58.202,141.0,6.81,8.3,2.4,0,44,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2018,255.223,294.785,176.0,6.86,0.2,7.0,1,76,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2009,193.502,33.759,131.0,3.87,5.0,9.9,0,63,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2021,32.018,127.013,97.0,2.35,4.6,4.4,1,18,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2012,66.678,2.842,131.0,9.25,8.7,8.7,0,37,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2009,116.64,97.097,160.0,8.38,1.7,5.2,0,69,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2021,117.98,201.822,146.0,4.3,9.2,4.2,1,23,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2004,277.953,467.183,94.0,9.05,2.3,2.3,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2014,237.047,78.11,80.0,3.01,8.1,9.3,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2007,86.348,27.48,113.0,2.96,1.4,2.7,0,4,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2001,120.095,15.574,128.0,5.61,8.4,10.0,0,94,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
2013,70.607,131.105,136.0,8.58,3.9,9.7,1,19,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2021,265.757,60.156,139.0,4.96,1.4,9.5,0,38,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2024,131.84,253.444,107.0,8.29,6.4,1.9,1,81,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2011,232.008,495.348,131.0,3.91,5.2,5.1,1,35,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1998,67.851,284.415,145.0,2.84,0.3,7.6,1,34,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1995,34.142,456.267,144.0,8.84,7.5,9.5,1,72,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1996,108.733,195.531,150.0,2.54,5.7,4.6,1,38,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1992,162.002,62.934,81.0,8.61,5.7,3.0,0,70,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2018,23.245,180.753,99.0,7.44,0.8,9.5,1,9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2017,169.592,57.677,123.0,9.64,5.6,9.5,0,18,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2003,66.819,165.838,142.0,3.36,3.3,6.4,1,63,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2001,200.859,49.621,172.0,1.99,7.4,8.0,0,50,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2004,284.241,376.954,136.0,9.41,1.7,8.5,1,38,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2022,68.566,240.394,177.0,7.33,8.1,7.6,1,62,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
2005,114.359,38.207,117.0,3.87,1.5,3.9,0,68,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2017,90.799,286.35,147.0,2.24,0.0,7.9,0,80,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2022,52.466,44.843,130.0,4.62,1.4,5.1,0,99,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
2024,65.262,72.94,155.0,7.39,4.0,3.5,1,47,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2007,99.794,170.583,133.0,8.76,3.5,7.7,1,7,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2003,57.973,457.643,145.0,6.26,7.2,8.4,1,82,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2020,91.771,352.7,162.0,4.06,6.5,5.1,1,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2012,35.944,79.109,151.0,2.02,8.8,3.4,1,62,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1995,84.055,203.001,82.0,1.11,2.5,5.1,1,54,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
2019,62.636,186.931,177.0,2.29,0.9,7.6,1,19,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1990,51.85,484.645,170.0,2.46,6.1,2.1,1,100,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2000,180.933,13.546,91.0,9.78,4.3,1.6,0,20,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
2000,174.823,785.34,115.0,5.95,5.1,5.2,0,23,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1993,79.003,107.641,107.0,8.11,6.9,6.4,1,33,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1994,154.833,66.589,159.0,8.43,7.4,5.0,0,81,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2004,123.296,241.33,172.0,3.62,6.9,2.3,1,34,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
